time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 09:44:17,2026-08-25 09:44:16,194,1690126268,2026-08-25 09:44:17,server,c3:00:00:13:3b:b7,ESP-03,5f9a34df-27ac-4e8c-beab-fc42be28fa61,EST-A1-R2,static,A1,Sala B,-86,Sala A,centro_sala,Sala B,True,Sala B,True,Sala B,True,False,,False,False,False,False
2026-08-25 09:44:23,2026-08-25 09:44:22,144,2239514506,2026-08-25 09:44:23,server,c3:00:00:13:3b:b7,ESP-01,ddd6fa22-e27d-4b1b-8868-9c34857f61ae,EST-A1-R2,static,A1,Corredor,-77,Sala A,centro_sala,Corredor,True,Corredor,True,Corredor,True,False,,False,False,False,False
2026-08-25 09:44:25,2026-08-25 09:44:25,100,3069185015,2026-08-25 09:44:25,server,c3:00:00:13:3b:b7,ESP-02,db88cc21-d1a4-4fcb-94fe-5bdce4bc3857,EST-A1-R2,static,A1,Sala A,-56,Sala A,centro_sala,Sala A,True,Sala A,True,Sala A,True,False,,False,False,False,False
2026-08-25 09:44:29,2026-08-25 09:44:29,195,1690126268,2026-08-25 09:44:29,server,c3:00:00:13:3b:b7,ESP-03,f36ea51d-399d-44ac-9cf4-a3a14302de94,EST-A1-R2,static,A1,Sala B,-89,Sala A,centro_sala,Sala B,True,Sala A,False,Sala A,False,False,,False,False,False,False
2026-08-25 09:44:36,2026-08-25 09:44:35,145,2239514506,2026-08-25 09:44:36,server,c3:00:00:13:3b:b7,ESP-01,bb2877c3-5fea-4b80-b971-7b91d81aadf4,EST-A1-R2,static,A1,Corredor,-79,Sala A,centro_sala,Corredor,True,Sala A,False,Sala A,False,False,Sala A,True,False,True,True
2026-08-25 09:44:37,2026-08-25 09:44:37,101,3069185015,2026-08-25 09:44:37,server,c3:00:00:13:3b:b7,ESP-02,2a7d80e8-ec1e-484e-a6ac-9c88dab6820c,EST-A1-R2,static,A1,Sala A,-57,Sala A,centro_sala,Sala A,True,Sala A,False,Sala A,False,False,Sala A,False,True,True,True
2026-08-25 09:44:42,2026-08-25 09:44:41,196,1690126268,2026-08-25 09:44:42,server,c3:00:00:13:3b:b7,ESP-03,302c1f74-14c6-4421-a440-8114ed22132b,EST-A1-R2,static,A1,Sala B,-85,Sala A,centro_sala,Sala B,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 09:44:48,2026-08-25 09:44:48,146,2239514506,2026-08-25 09:44:48,server,c3:00:00:13:3b:b7,ESP-01,b2f598a1-33b2-425d-b35c-36e04ecaeed7,EST-A1-R2,static,A1,Corredor,-80,Sala A,centro_sala,Corredor,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 09:44:50,2026-08-25 09:44:49,102,3069185015,2026-08-25 09:44:50,server,c3:00:00:13:3b:b7,ESP-02,7f9805b7-460e-498b-a9c3-1c35b5592001,EST-A1-R2,static,A1,Sala A,-57,Sala A,centro_sala,Sala A,True,Sala A,False,Sala A,False,False,Sala A,False,True,True,True
2026-08-25 09:44:54,2026-08-25 09:44:54,197,1690126268,2026-08-25 09:44:54,server,c3:00:00:13:3b:b7,ESP-03,5a0810aa-f6df-4e7a-abde-a420d29fc2f7,EST-A1-R2,static,A1,Sala B,-85,Sala A,centro_sala,Sala B,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 09:45:01,2026-08-25 09:45:00,147,2239514506,2026-08-25 09:45:01,server,c3:00:00:13:3b:b7,ESP-01,0a2913f0-1682-49d4-ad68-a24a6c3199e8,EST-A1-R2,static,A1,Corredor,-79,Sala A,centro_sala,Corredor,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 09:45:02,2026-08-25 09:45:02,103,3069185015,2026-08-25 09:45:02,server,c3:00:00:13:3b:b7,ESP-02,1db4fb7b-1a9f-49a5-a200-1bf2dadea549,EST-A1-R2,static,A1,Sala A,-57,Sala A,centro_sala,Sala A,True,Sala A,False,Sala A,False,False,Sala A,False,True,True,True
2026-08-25 09:45:07,2026-08-25 09:45:06,198,1690126268,2026-08-25 09:45:07,server,c3:00:00:13:3b:b7,ESP-03,639d32dc-e5ba-4a72-8449-b1851cb4c7ad,EST-A1-R2,static,A1,Sala B,-87,Sala A,centro_sala,Sala B,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 09:45:13,2026-08-25 09:45:13,148,2239514506,2026-08-25 09:45:13,server,c3:00:00:13:3b:b7,ESP-01,97538067-3f3e-4220-8ad8-d7166c016250,EST-A1-R2,static,A1,Corredor,-72,Sala A,centro_sala,Corredor,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 09:45:15,2026-08-25 09:45:14,104,3069185015,2026-08-25 09:45:15,server,c3:00:00:13:3b:b7,ESP-02,0d78b7f1-957c-4a4a-911e-7bb73401c3bf,EST-A1-R2,static,A1,Sala A,-57,Sala A,centro_sala,Sala A,True,Sala A,False,Sala A,False,False,Sala A,False,True,True,True
2026-08-25 09:45:19,2026-08-25 09:45:19,199,1690126268,2026-08-25 09:45:19,server,c3:00:00:13:3b:b7,ESP-03,3fd0e460-1b91-4f69-acc9-7e66fe461974,EST-A1-R2,static,A1,Sala B,-84,Sala A,centro_sala,Sala B,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 09:45:26,2026-08-25 09:45:25,149,2239514506,2026-08-25 09:45:26,server,c3:00:00:13:3b:b7,ESP-01,af6879a5-1ced-4ddf-a3c2-ba3ad823bddf,EST-A1-R2,static,A1,Corredor,-69,Sala A,centro_sala,Corredor,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
