time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 10:19:37,2026-08-25 10:19:36,311,2239514506,2026-08-25 10:19:37,server,c3:00:00:13:3b:b7,ESP-01,d0bc3fd8-c2fe-4d99-b36d-a8a12c8570d5,EST-C1-R1,static,C1,Corredor,-64,,,Corredor,True,Corredor,True,Corredor,True,False,,False,False,False,False
2026-08-25 10:19:44,2026-08-25 10:19:43,364,1690126268,2026-08-25 10:19:44,server,c3:00:00:13:3b:b7,ESP-03,ef2e4b9b-ec37-40f9-8493-89fd890c6457,EST-C1-R1,static,C1,Sala B,-92,,,Sala B,True,Corredor,False,Corredor,False,False,,False,False,False,False
2026-08-25 10:19:47,2026-08-25 10:19:46,271,3069185015,2026-08-25 10:19:47,server,c3:00:00:13:3b:b7,ESP-02,cfd379c2-dccb-430e-993e-b2c15007b607,EST-C1-R1,static,C1,Sala A,-81,,,Sala A,True,Corredor,False,Corredor,False,False,Corredor,True,False,True,True
2026-08-25 10:19:50,2026-08-25 10:19:49,312,2239514506,2026-08-25 10:19:50,server,c3:00:00:13:3b:b7,ESP-01,ea35dd6a-a4bd-435d-a8cf-0c60197c2a6c,EST-C1-R1,static,C1,Corredor,-56,,,Corredor,True,Corredor,False,Corredor,False,False,Corredor,False,True,True,True
2026-08-25 10:19:57,2026-08-25 10:19:56,365,1690126268,2026-08-25 10:19:57,server,c3:00:00:13:3b:b7,ESP-03,c34a625d-8f55-4371-aaf5-f7f7aa5370bb,EST-C1-R1,static,C1,Sala B,-93,,,Sala B,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
2026-08-25 10:19:59,2026-08-25 10:19:59,272,3069185015,2026-08-25 10:19:59,server,c3:00:00:13:3b:b7,ESP-02,0fa2d86b-5403-4524-b39b-92413e3ee539,EST-C1-R1,static,C1,Sala A,-85,,,Sala A,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
2026-08-25 10:20:02,2026-08-25 10:20:01,313,2239514506,2026-08-25 10:20:02,server,c3:00:00:13:3b:b7,ESP-01,e384f58e-e0a4-4a57-9859-ab44f062eced,EST-C1-R1,static,C1,Corredor,-57,,,Corredor,True,Corredor,False,Corredor,False,False,Corredor,False,True,True,True
2026-08-25 10:20:10,2026-08-25 10:20:09,366,1690126268,2026-08-25 10:20:10,server,c3:00:00:13:3b:b7,ESP-03,35d4cd36-2328-496c-8160-4762c987e699,EST-C1-R1,static,C1,Sala B,-93,,,Sala B,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
2026-08-25 10:20:14,2026-08-25 10:20:14,314,2239514506,2026-08-25 10:20:14,server,c3:00:00:13:3b:b7,ESP-01,928924ab-73f5-4f0d-ad35-fe3dded1ec31,EST-C1-R1,static,C1,Corredor,-67,Corredor,centro_sala,Corredor,True,Corredor,False,Corredor,False,False,Corredor,False,True,True,True
2026-08-25 10:20:15,2026-08-25 10:20:11,273,3069185015,2026-08-25 10:20:15,server,c3:00:00:13:3b:b7,ESP-02,a91c0b39-6d28-4749-b35d-0ea18dfc5237,EST-C1-R1,static,C1,Sala A,-85,Corredor,centro_sala,Sala A,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
