time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 10:03:31,2026-08-25 10:03:30,286,1690126268,2026-08-25 10:03:31,server,c3:00:00:13:3b:b7,ESP-03,77c60f06-8c7e-4133-b169-5b9a332aa6d5,EST-A3-R5,static,A3,Sala B,-71,Sala A,junto_parede,Sala B,True,Sala B,True,Sala B,True,False,,False,False,False,False
2026-08-25 10:03:35,2026-08-25 10:03:34,193,3069185015,2026-08-25 10:03:35,server,c3:00:00:13:3b:b7,ESP-02,487ba53b-d734-40bb-9a38-a2768e3cdd96,EST-A3-R5,static,A3,Sala A,-76,Sala A,junto_parede,Sala A,True,Sala B,False,Sala B,False,False,,False,False,False,False
2026-08-25 10:03:36,2026-08-25 10:03:36,235,2239514506,2026-08-25 10:03:36,server,c3:00:00:13:3b:b7,ESP-01,bbb64bff-9bcc-44ab-bc0f-c0931a04ef7f,EST-A3-R5,static,A3,Corredor,-69,Sala A,junto_parede,Corredor,True,Corredor,True,Sala B,False,True,Sala B,True,False,False,True
2026-08-25 10:03:43,2026-08-25 10:03:42,287,1690126268,2026-08-25 10:03:43,server,c3:00:00:13:3b:b7,ESP-03,1e42ba22-6e16-49c4-8ec3-7d9a96e45938,EST-A3-R5,static,A3,Sala B,-71,Sala A,junto_parede,Sala B,True,Corredor,False,Sala B,False,True,Sala B,False,True,False,True
2026-08-25 10:03:47,2026-08-25 10:03:46,194,3069185015,2026-08-25 10:03:47,server,c3:00:00:13:3b:b7,ESP-02,67cd18f1-b231-4044-9d06-cd381cab7f3b,EST-A3-R5,static,A3,Sala A,-76,Sala A,junto_parede,Sala A,True,Corredor,False,Sala B,False,True,Sala B,False,False,False,True
2026-08-25 10:03:49,2026-08-25 10:03:48,236,2239514506,2026-08-25 10:03:49,server,c3:00:00:13:3b:b7,ESP-01,01e130b9-3459-42b0-bfd6-91941afe3719,EST-A3-R5,static,A3,Corredor,-70,Sala A,junto_parede,Corredor,True,Corredor,False,Sala B,False,True,Sala B,False,False,False,True
2026-08-25 10:03:56,2026-08-25 10:03:55,288,1690126268,2026-08-25 10:03:56,server,c3:00:00:13:3b:b7,ESP-03,1d7ed961-0eda-4b6c-9084-83fb76a46e0e,EST-A3-R5,static,A3,Sala B,-76,Sala A,junto_parede,Sala B,True,Corredor,False,Sala B,False,True,Sala B,False,True,False,True
2026-08-25 10:03:59,2026-08-25 10:03:58,195,3069185015,2026-08-25 10:03:59,server,c3:00:00:13:3b:b7,ESP-02,ffa80b21-76a4-41ff-8de8-c6b92148bb8e,EST-A3-R5,static,A3,Sala A,-74,Sala A,junto_parede,Sala A,True,Corredor,False,Sala B,False,True,Sala B,False,False,False,True
2026-08-25 10:04:01,2026-08-25 10:04:01,237,2239514506,2026-08-25 10:04:01,server,c3:00:00:13:3b:b7,ESP-01,b8604fde-3d08-4333-8c38-e42b570e497a,EST-A3-R5,static,A3,Corredor,-71,Sala A,junto_parede,Corredor,True,Corredor,False,Sala B,False,True,Sala B,False,False,False,True
2026-08-25 10:04:08,2026-08-25 10:04:07,289,1690126268,2026-08-25 10:04:08,server,c3:00:00:13:3b:b7,ESP-03,21e7d0ab-c785-4dfb-a986-12ab427d2ed7,EST-A3-R5,static,A3,Sala B,-77,Sala A,junto_parede,Sala B,True,Corredor,False,Sala B,False,True,Sala B,False,True,False,True
