time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_candidate_room,median_hysteresis_candidate_rssi,median_hysteresis_current_room_rssi,median_hysteresis_difference_db,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-27 09:18:03,2026-08-27 09:18:01,280,2780215821,2026-08-27 09:18:03,server,c3:00:00:13:3b:b7,ESP-03,2fc631cc-74ba-471e-90e6-fb75f08de88d,EST2-C1-R5,,,Sala B,-90,Corredor,centro_sala,Sala B,True,Sala B,True,Sala B,True,False,Sala B,-90.0,,,,False,False,False,False
2026-08-27 09:18:04,2026-08-27 09:18:02,142,2803322551,2026-08-27 09:18:04,server,c3:00:00:13:3b:b7,ESP-01,caea5ff2-f076-4003-b48f-2bae85fea2db,EST2-C1-R5,,,Corredor,-60,Corredor,centro_sala,Corredor,True,Corredor,True,Corredor,True,False,Corredor,-60.0,-90.0,30.0,,False,False,False,False
2026-08-27 09:18:05,2026-08-27 09:18:03,116,4014049754,2026-08-27 09:18:05,server,c3:00:00:13:3b:b7,ESP-02,63fc350f-28b5-4433-ba75-afd25c71c958,EST2-C1-R5,,,Sala A,-90,Corredor,centro_sala,Sala A,True,Corredor,False,Corredor,False,False,Corredor,-60.0,-60.0,,Corredor,True,False,True,True
2026-08-27 09:18:06,2026-08-27 09:18:04,281,2780215821,2026-08-27 09:18:06,server,c3:00:00:13:3b:b7,ESP-03,663edf5f-9e03-4aba-bf26-c5433d1e0d28,EST2-C1-R5,,,Sala B,-94,Corredor,centro_sala,Sala B,True,Corredor,False,Corredor,False,False,Corredor,-60.0,-60.0,,Corredor,False,False,True,True
2026-08-27 09:18:08,2026-08-27 09:18:05,143,2803322551,2026-08-27 09:18:08,server,c3:00:00:13:3b:b7,ESP-01,cce90b23-b65f-411c-a33b-aa3da5cd86ef,EST2-C1-R5,,,Corredor,-68,Corredor,centro_sala,Corredor,True,Corredor,False,Corredor,False,False,Corredor,-68.0,-68.0,,Corredor,False,True,True,True
2026-08-27 09:18:08,2026-08-27 09:18:06,117,4014049754,2026-08-27 09:18:08,server,c3:00:00:13:3b:b7,ESP-02,2f9ac737-62d8-4d4c-82b3-3fab9f1edbdd,EST2-C1-R5,,,Sala A,-80,Corredor,centro_sala,Sala A,True,Corredor,False,Corredor,False,False,Corredor,-68.0,-68.0,,Corredor,False,False,True,True
2026-08-27 09:18:10,2026-08-27 09:18:08,282,2780215821,2026-08-27 09:18:10,server,c3:00:00:13:3b:b7,ESP-03,47cb8dfc-e597-48b5-a4db-0c0329884a92,EST2-C1-R5,,,Sala B,-90,Corredor,centro_sala,Sala B,True,Corredor,False,Corredor,False,False,Corredor,-68.0,-68.0,,Corredor,False,False,True,True
2026-08-27 09:18:12,2026-08-27 09:18:10,144,2803322551,2026-08-27 09:18:12,server,c3:00:00:13:3b:b7,ESP-01,db97bce7-9dfc-4efe-bb5f-47878a03cabc,EST2-C1-R5,,,Corredor,-68,Corredor,centro_sala,Corredor,True,Corredor,False,Corredor,False,False,Corredor,-68.0,-68.0,,Corredor,False,True,True,True
2026-08-27 09:18:12,2026-08-27 09:18:10,118,4014049754,2026-08-27 09:18:12,server,c3:00:00:13:3b:b7,ESP-02,d6b4ceac-2ac7-4036-9b43-78d1b38f2639,EST2-C1-R5,,,Sala A,-77,Corredor,centro_sala,Sala A,True,Corredor,False,Corredor,False,False,Corredor,-68.0,-68.0,,Corredor,False,False,True,True
2026-08-27 09:18:13,2026-08-27 09:18:11,283,2780215821,2026-08-27 09:18:13,server,c3:00:00:13:3b:b7,ESP-03,04131d54-8075-42cd-994c-8733df8918d3,EST2-C1-R5,,,Sala B,-79,Corredor,centro_sala,Sala B,True,Corredor,False,Corredor,False,False,Corredor,-68.0,-68.0,,Corredor,False,False,True,True
