time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 12:48:45,2026-08-25 12:48:44,1094,1690126268,2026-08-25 12:48:45,server,c3:00:00:13:3b:b7,ESP-03,5102ff6f-fbc1-451f-8f16-2e74a9781a67,DIN-AB-R2,dynamic,AB,Sala B,-90,Sala A,movimento,Sala B,True,Sala B,True,Sala B,True,False,,False,False,False,False
2026-08-25 12:48:48,2026-08-25 12:48:45,404,1151497274,2026-08-25 12:48:48,server,c3:00:00:13:3b:b7,ESP-02,947ae5f2-042c-4a93-b6d3-58214eb99ce6,DIN-AB-R2,dynamic,AB,Sala A,-61,Sala A,movimento,Sala A,True,Sala A,True,Sala A,True,False,,False,False,False,False
2026-08-25 12:48:52,2026-08-25 12:48:51,1045,2239514506,2026-08-25 12:48:52,server,c3:00:00:13:3b:b7,ESP-01,c32af841-6293-4fa8-b193-ba4ea261cf94,DIN-AB-R2,dynamic,AB,Corredor,-81,Sala A,movimento,Corredor,True,Sala A,False,Sala A,False,False,,False,False,False,False
2026-08-25 12:48:57,2026-08-25 12:48:56,1095,1690126268,2026-08-25 12:48:57,server,c3:00:00:13:3b:b7,ESP-03,d9b1003e-282f-49c0-9373-5daf588be769,DIN-AB-R2,dynamic,AB,Sala B,-86,Sala A,movimento,Sala B,True,Sala A,False,Sala A,False,False,Sala A,True,False,True,True
2026-08-25 12:49:01,2026-08-25 12:49:00,405,1151497274,2026-08-25 12:49:01,server,c3:00:00:13:3b:b7,ESP-02,ce742b31-8813-4a8a-b357-c0a5776565c8,DIN-AB-R2,dynamic,AB,Sala A,-61,Sala A,movimento,Sala A,True,Sala A,False,Sala A,False,False,Sala A,False,True,True,True
2026-08-25 12:49:04,2026-08-25 12:49:03,1046,2239514506,2026-08-25 12:49:04,server,c3:00:00:13:3b:b7,ESP-01,9ecbaac2-a8ab-471e-b74b-65a74b0892e3,DIN-AB-R2,dynamic,AB,Corredor,-81,Sala A,movimento,Corredor,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 12:49:09,2026-08-25 12:49:08,1096,1690126268,2026-08-25 12:49:09,server,c3:00:00:13:3b:b7,ESP-03,e97b09df-26d7-4c46-9769-2d5bf8135d90,DIN-AB-R2,dynamic,AB,Sala B,-89,Corredor,movimento,Sala B,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 12:49:13,2026-08-25 12:49:13,406,1151497274,2026-08-25 12:49:13,server,c3:00:00:13:3b:b7,ESP-02,4094b71e-63ad-4e13-b85c-637a4300c1b1,DIN-AB-R2,dynamic,AB,Sala A,-92,Sala B,movimento,Sala A,True,Sala A,False,Sala A,False,False,Sala A,False,True,True,True
2026-08-25 12:49:16,2026-08-25 12:49:16,1047,2239514506,2026-08-25 12:49:16,server,c3:00:00:13:3b:b7,ESP-01,20b71a3e-c5ff-4ce5-807e-91d0e347201e,DIN-AB-R2,dynamic,AB,Corredor,-78,Sala B,movimento,Corredor,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 12:49:22,2026-08-25 12:49:21,1097,1690126268,2026-08-25 12:49:22,server,c3:00:00:13:3b:b7,ESP-03,1f8bfc8d-54c9-465e-8c2c-b029208d6ee0,DIN-AB-R2,dynamic,AB,Sala B,-72,Sala B,movimento,Sala B,True,Corredor,True,Sala A,False,True,Sala A,False,False,False,True
2026-08-25 12:49:29,2026-08-25 12:49:28,1048,2239514506,2026-08-25 12:49:29,server,c3:00:00:13:3b:b7,ESP-01,8a4615c4-d68e-4c17-858f-f6e44633c2fc,DIN-AB-R2,dynamic,AB,Corredor,-97,Sala B,movimento,Corredor,True,Sala B,True,Sala A,False,True,Sala A,False,False,False,True
