time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 12:55:55,2026-08-25 12:55:54,1129,1690126268,2026-08-25 12:55:55,server,c3:00:00:13:3b:b7,ESP-03,c2ec516b-23d7-4c13-8c10-afcc1f49229b,DIN-AB-R5,dynamic,AB,Sala B,-95,Sala A,movimento,Sala B,True,Sala B,True,Sala B,True,False,,False,False,False,False
2026-08-25 12:56:03,2026-08-25 12:56:02,1080,2239514506,2026-08-25 12:56:03,server,c3:00:00:13:3b:b7,ESP-01,9b0caab0-e295-489f-ba9d-c1663260bc9d,DIN-AB-R5,dynamic,AB,Corredor,-79,Sala A,movimento,Corredor,True,Corredor,True,Corredor,True,False,,False,False,False,False
2026-08-25 12:56:03,2026-08-25 12:56:02,439,1151497274,2026-08-25 12:56:03,server,c3:00:00:13:3b:b7,ESP-02,76b439b9-7f38-415a-bc1b-69dae32e06ab,DIN-AB-R5,dynamic,AB,Sala A,-54,Sala A,movimento,Sala A,True,Sala A,True,Sala A,True,False,,False,False,False,False
2026-08-25 12:56:07,2026-08-25 12:56:06,1130,1690126268,2026-08-25 12:56:07,server,c3:00:00:13:3b:b7,ESP-03,51f223ea-f8fd-45a2-9b02-876edc2c663c,DIN-AB-R5,dynamic,AB,Sala B,-92,Sala A,movimento,Sala B,True,Sala A,False,Sala A,False,False,,False,False,False,False
2026-08-25 12:56:15,2026-08-25 12:56:14,1081,2239514506,2026-08-25 12:56:15,server,c3:00:00:13:3b:b7,ESP-01,8cd2873f-6301-44d6-ae1d-799dffda9f9e,DIN-AB-R5,dynamic,AB,Corredor,-72,Sala A,movimento,Corredor,True,Sala A,False,Sala A,False,False,Sala A,True,False,True,True
2026-08-25 12:56:19,2026-08-25 12:56:14,440,1151497274,2026-08-25 12:56:19,server,c3:00:00:13:3b:b7,ESP-02,efaa7956-617a-4657-b5b6-2f712e52df74,DIN-AB-R5,dynamic,AB,Sala A,-57,Corredor,movimento,Sala A,True,Sala A,False,Sala A,False,False,Sala A,False,True,True,True
2026-08-25 12:56:19,2026-08-25 12:56:18,1131,1690126268,2026-08-25 12:56:19,server,c3:00:00:13:3b:b7,ESP-03,569dde50-7911-4225-80e2-83a8487d9d87,DIN-AB-R5,dynamic,AB,Sala B,-88,Corredor,movimento,Sala B,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 12:56:28,2026-08-25 12:56:27,1082,2239514506,2026-08-25 12:56:28,server,c3:00:00:13:3b:b7,ESP-01,b3d4b348-dfae-4557-b08b-a72b4f5b52c0,DIN-AB-R5,dynamic,AB,Corredor,-60,Sala B,movimento,Corredor,True,Sala A,False,Sala A,False,False,Sala A,False,False,True,True
2026-08-25 12:56:31,2026-08-25 12:56:30,441,1151497274,2026-08-25 12:56:31,server,c3:00:00:13:3b:b7,ESP-02,59660376-caf9-445b-a33a-dfe5732da8dd,DIN-AB-R5,dynamic,AB,Sala A,-82,Sala B,movimento,Sala A,True,Corredor,True,Sala A,False,True,Sala A,False,True,False,True
2026-08-25 12:56:32,2026-08-25 12:56:31,1132,1690126268,2026-08-25 12:56:32,server,c3:00:00:13:3b:b7,ESP-03,93c8bf92-76fe-45ab-aadf-0b9c5f7c7390,DIN-AB-R5,dynamic,AB,Sala B,-58,Sala B,movimento,Sala B,True,Corredor,False,Sala A,False,True,Sala A,False,False,False,True
2026-08-25 12:56:40,2026-08-25 12:56:39,1083,2239514506,2026-08-25 12:56:40,server,c3:00:00:13:3b:b7,ESP-01,36be2239-7bbc-44bd-b07f-e9f6f52a173b,DIN-AB-R5,dynamic,AB,Corredor,-85,Sala B,movimento,Corredor,True,Corredor,False,Sala A,False,True,Sala A,False,False,False,True
