time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 12:55:02,2026-08-25 12:55:01,1075,2239514506,2026-08-25 12:55:02,server,c3:00:00:13:3b:b7,ESP-01,94a17a06-3997-433d-95dc-907144a94968,DIN-BA-R4,dynamic,BA,Corredor,-83,Sala B,movimento,Corredor,True,Corredor,True,Corredor,True,False,,False,False,False,False
2026-08-25 12:55:06,2026-08-25 12:55:05,1125,1690126268,2026-08-25 12:55:06,server,c3:00:00:13:3b:b7,ESP-03,014a02fa-7506-45dd-9ff5-8e4581567ab5,DIN-BA-R4,dynamic,BA,Sala B,-65,Sala B,movimento,Sala B,True,Sala B,True,Sala B,True,False,,False,False,False,False
2026-08-25 12:55:13,2026-08-25 12:55:09,435,1151497274,2026-08-25 12:55:13,server,c3:00:00:13:3b:b7,ESP-02,83b51f5e-350f-4d9d-b198-1f479bd2f6ec,DIN-BA-R4,dynamic,BA,Sala A,-93,Sala B,movimento,Sala A,True,Sala B,False,Sala B,False,False,,False,False,False,False
2026-08-25 12:55:14,2026-08-25 12:55:13,1076,2239514506,2026-08-25 12:55:14,server,c3:00:00:13:3b:b7,ESP-01,7f65dcbd-0995-4942-bb4f-e317eb6b8cbf,DIN-BA-R4,dynamic,BA,Corredor,-95,Sala B,movimento,Corredor,True,Sala B,False,Sala B,False,False,Sala B,True,False,True,True
2026-08-25 12:55:18,2026-08-25 12:55:17,1126,1690126268,2026-08-25 12:55:18,server,c3:00:00:13:3b:b7,ESP-03,916c217b-982f-4f68-9892-eef98e5c6821,DIN-BA-R4,dynamic,BA,Sala B,-75,Sala B,movimento,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 12:55:26,2026-08-25 12:55:25,1077,2239514506,2026-08-25 12:55:26,server,c3:00:00:13:3b:b7,ESP-01,8487ea6b-d653-4ea2-8348-d0fca6059296,DIN-BA-R4,dynamic,BA,Corredor,-63,Corredor,movimento,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 12:55:30,2026-08-25 12:55:29,1127,1690126268,2026-08-25 12:55:30,server,c3:00:00:13:3b:b7,ESP-03,32cd1170-54d8-4983-a18a-fee39de271ff,DIN-BA-R4,dynamic,BA,Sala B,-88,Sala A,movimento,Sala B,True,Corredor,True,Sala B,False,True,Sala B,False,True,False,True
2026-08-25 12:55:31,2026-08-25 12:55:25,436,1151497274,2026-08-25 12:55:31,server,c3:00:00:13:3b:b7,ESP-02,a1e6cfec-be21-4d6e-b08e-d0fc34943c12,DIN-BA-R4,dynamic,BA,Sala A,-96,Sala A,movimento,Sala A,True,Corredor,False,Sala B,False,True,Sala B,False,False,False,True
2026-08-25 12:55:38,2026-08-25 12:55:36,437,1151497274,2026-08-25 12:55:38,server,c3:00:00:13:3b:b7,ESP-02,a2e78217-6fd8-4510-8fe0-f5e35ba74c94,DIN-BA-R4,dynamic,BA,Sala A,-57,Sala A,movimento,Sala A,False,Corredor,False,Corredor,True,False,Sala B,False,False,False,False
2026-08-25 12:55:38,2026-08-25 12:55:38,1078,2239514506,2026-08-25 12:55:38,server,c3:00:00:13:3b:b7,ESP-01,af960ab1-41ec-43e2-b95c-6f7169fe1634,DIN-BA-R4,dynamic,BA,Corredor,-75,Sala A,movimento,Corredor,True,Corredor,False,Corredor,False,False,Sala B,False,False,False,False
2026-08-25 12:55:42,2026-08-25 12:55:42,1128,1690126268,2026-08-25 12:55:42,server,c3:00:00:13:3b:b7,ESP-03,75d1d72c-6ffb-4446-b0bd-0113a19a6b7e,DIN-BA-R4,dynamic,BA,Sala B,-94,Sala A,movimento,Sala B,True,Corredor,False,Corredor,False,False,Corredor,True,False,True,True
